rank,har_id,har_alt_id,surfaced,is_disease_gene,chrom,start,end,gene,gene_distance,gene_confidence,gene_assignment_method,total_score,width,phylop_mean,phylop_max,gene_conf_num,gene_n_disorders,plac_gene,plac_type,plac_atac,gwas_trait,gwas_snp,gwas_pval,gwas_distance,gwas_mapped_trait,gwas_study,gwas_pubmed,brain_dnase_overlap,brain_dnase_peak,temporal_gene,gene_peak_pcw,gene_midfetal_frac,gene_in_midfetal,n_substitutions,n_indels,aln_length,subst_rate,n_motifs_human,n_motifs_chimp,n_motif_gained,n_motif_lost,motif_disruption,motif_tfs,score_constraint,score_acceleration,score_gene,score_disease,score_brain,score_temporal,score_motif,contrib_constraint,contrib_acceleration,contrib_gene,contrib_disease,contrib_brain,contrib_temporal,contrib_motif
253,HAR_1229,HARsv2_1168,new,False,chr18,25078021,25078186,LINC01894,90042,,nearest_tss,0.27570251083466407,165,6.734425174488741,8.902999877929688,0,0,,,,Educational attainment (years of education),rs12962845,2e-09,3883,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,LINC01894,,0.0,False,2,0,165,0.012121212121212121,32,31,2,1,3,+ZNF75D;-ZBTB24;+PLAGL2,1.0,0.02570869990224829,0.2729874,0.14695691966525098,0.0,0.0,0.030303030303030304,0.18,0.0017996089931573806,0.060057228,0.032330522326355214,0.0,0.0,0.0015151515151515154
256,HAR_110,HARsv2_0095,new,False,chr1,88150109,88150900,PKN2,533373,,nearest_tss,0.2711799865051329,791,5.80983642930035,8.902000427246094,0,0,,,,Educational attainment,rs4656013,2e-11,11635,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,PKN2,8.0,0.43580359102822486,False,11,0,791,0.01390644753476612,252,251,6,5,11,-RARA;-E2F7;+ZNF528;-ZNF8;-Dux;+Hmx2;+IRF3;-SPIB;+THRA;+TP73;+ZNF274,0.8385632113837655,0.029495126626157175,0.1399881,0.1143933872863607,0.0,0.43580359102822486,0.1111111111111111,0.15094137804907778,0.0020646588638310024,0.030797382,0.025166545202999355,0.0,0.05665446683366923,0.005555555555555556
258,HAR_1871,HARsv2_1777,new,False,chr3,21760068,21760409,ZNF385D,8858,,nearest_tss,0.27017392059348655,341,2.5129184551808224,8.743000030517578,0,0,,,,Educational attainment,rs7650118,1e-08,4393,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,ZNF385D,16.0,0.6668671472951033,True,10,0,341,0.02932551319648094,71,119,13,61,74,-Arnt;+PAX6;-Arid3a;-Creb3l2;-PHOX2A;-PROP1;+RXRG;+Rarb;-Hmga1;-RFX1;-RFX3;-Alx1;-ALX3;-Alx4;-ARGFX;-Arntl;-Arx;-ATF4;-BHLHE40;-CLOCK;-CUX2;-DRGX;-HOXA1;+ELK1::HOXB13;-EMX1;-EMX2;-EN1;-MAX;-ETV5::DRGX;-HOXA2;-EVX1;-EVX2;-GSX1;-HOXA10;-HOXB2;-HOXB3;-HOXB5;-HOXC8;-ISX;-Lhx3;-Lhx4;-LHX6;-Lhx8;-LMX1A;-LMX1B;-mix-a;-MIXL1;-Mlxip;-MLXIPL;-MNT;-MNX1;-NKX6-1;-NKX6-2;-NOTO;+NR2F1;+Nr2f6;-PDX1;-POU6F1;+PPARD;+Pparg::Rxra;-PRRX1;+Rarg;-RFX2;-Shox2;+TFCP2;+THRB;-TLX2;-UNCX;-VAX1;-VAX2;-VSX2;+Yy1;+ZFP42;-ZNF214,0.26290851858891673,0.06219846750543941,0.29734259999999996,0.1318848,0.0,0.6668671472951033,0.7474747474747475,0.04732353334600501,0.00435389272538076,0.06541537199999999,0.029014656,0.0,0.08669272914836343,0.03737373737373738
266,HAR_2414,HARsv2_2296,new,False,chr5,103298299,103298616,MACIR,39270,,nearest_tss,0.266569039892121,317,2.8313566927432925,8.887999534606934,0,0,,,,Educational attainment (years of education),rs187580,4e-10,6645,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,True,AG80295,MACIR,,0.0,False,4,0,317,0.012618296529968454,86,73,16,3,19,+FOXI1;+POU5F1B;+FOXB1;+FOXC1;+FOXP4;+FOXS1;+ZNF547;+Bcl11B;-DMRTC2;+FOXA2;+FOXA3;+FOXC2;+Foxl2;-FOXO1::ELK3;+FOXO1::FLI1;-HLF;+POU2F1;+Runx1;+RUNX3,0.3185090725781653,0.026762999898239544,0.288219,0.13799935108734018,0.8,0.0,0.1919191919191919,0.05733163306406975,0.0018734099928767684,0.06340818,0.03035985723921484,0.10400000000000001,0.0,0.009595959595959595
274,HAR_2715,HARsv2_2583,new,False,chr7,8088304,8089089,GLCCI1,119509,,nearest_tss,0.26139376112954693,785,4.453481908736045,8.89900016784668,0,0,,,,Alzheimer's disease or educational attainment (pleiotropy),rs6952006,4e-08,5576,"Alzheimer disease, educational attainment",Pleiotropic predisposition to Alzheimer's disease and educational attainment: insights from the summary statistics analysis.,34743297,False,,GLCCI1,9.0,0.48451784451083185,False,6,0,785,0.007643312101910828,160,155,8,3,11,-NR1H2::RXRA;-DUX4;+JUN;+FOSL1::JUND;+Hand1::Tcf3;+Hoxa11;+HOXA9;+SMAD2;+Smad4;-TFCP2;+ZNF85,0.6017384401927665,0.016211218409697966,0.2641473,0.11495806938275653,0.0,0.48451784451083185,0.1111111111111111,0.10831291923469796,0.0011347852886788576,0.05811240599999999,0.025290775264206436,0.0,0.06298731978640815,0.005555555555555556
277,HAR_674,HARsv2_0636;ZOOHAR.213,new,False,chr13,71767513,71767862,DACH1,99337,,nearest_tss,0.2593299621763115,349,5.638593938944838,8.902999877929688,0,0,,,,Externalizing behaviour (multivariate analysis),rs303948,2e-08,24059,"social inhibition quality, attention deficit-hyperactivity disorder, substance abuse",Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.,34446935,False,,DACH1,9.0,0.352877940306392,False,5,0,349,0.014326647564469915,80,72,9,1,10,+RXRB;+RXRG;+SOX21;+Sox1;-BACH2;+Nr2f6;+PPARD;+Stat6;+THRB;+ZNF410,0.8086636069796393,0.030386357334319256,0.27019889999999996,0.005795784619264156,0.0,0.352877940306392,0.10101010101010101,0.14555944925633507,0.002127045013402348,0.05944375799999999,0.0012750726162381143,0.0,0.045874132239830966,0.005050505050505051
280,HAR_2241,HARsv2_2129,new,False,chr4,129362933,129363296,C4orf33,268002,,nearest_tss,0.25885415157719793,363,2.086054182384876,8.734000205993652,0,0,,,,Educational attainment,rs4975219,1e-08,24225,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,True,AG80295,C4orf33,25.0,0.512031341951503,False,6,0,363,0.01652892561983471,151,150,3,2,5,+SRF;+ZNF8;+Mecom;-MEIS2;-ZNF708,0.1883763574158531,0.0350573180485204,0.21959939999999997,0.004960000000000004,0.8,0.512031341951503,0.050505050505050504,0.03390774433485356,0.002454012263396428,0.048311867999999994,0.001091200000000001,0.10400000000000001,0.06656407445369539,0.0025252525252525255
283,HAR_43,HARsv2_0035,new,False,chr1,50696785,50697211,FAF1,263057,,nearest_tss,0.25782947766132935,426,4.738623403376948,8.89799976348877,0,0,,,,Educational attainment,rs114623137,6e-09,20563,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,FAF1,9.0,0.569239079108254,False,4,0,426,0.009389671361502348,90,102,4,16,20,-ZNF136;+ZNF382;+Foxn1;-CDX1;-CDX4;+ELK1::HOXB13;+ERF::HOXB13;-FOXD2;-HOXA10;-Hoxa11;-HOXB9;-HOXC10;-HOXC11;-HOXC12;-HOXC9;-HOXD10;-HOXD11;-HOXD12;-NKX2-8;-RBPJ,0.6515252534495959,0.019915190065121914,0.2210829,0.029184274321638212,0.0,0.569239079108254,0.20202020202020202,0.11727454562092726,0.001394063304558534,0.048638238,0.006420540350760407,0.0,0.07400108028407303,0.010101010101010102
289,HAR_1956,HARsv2_1857,new,False,chr3,77170883,77171305,ROBO2,130785,,nearest_tss,0.25540755350418604,422,3.649682402843415,8.902999877929688,0,0,,,,Externalizing behaviour (multivariate analysis),rs7426688,6e-12,20375,"social inhibition quality, attention deficit-hyperactivity disorder, substance abuse",Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.,34446935,False,,ROBO2,12.0,0.7514054676578039,True,6,0,422,0.014218009478672985,93,89,8,4,12,+Arid3a;+HSF1;-E2F7;+HSF2;+HSF4;+ZNF677;+Pgr;+Lef1;-NR2C2;-Pparg::Rxra;+Sox11;-VEZF1,0.4613919222431216,0.03015593945879835,0.26076449999999995,0.04152084037358053,0.0,0.7514054676578039,0.12121212121212122,0.08305054600376188,0.002110915762115885,0.05736818999999999,0.009134584882187716,0.0,0.09768271079551451,0.0060606060606060615
290,HAR_1866,HARsv2_1772,new,False,chr3,16885059,16885256,PLCL2,23766,,nearest_tss,0.254580490261285,197,3.172278323647655,8.190999984741211,0,0,,,,Depressed affect,rs2278609,9e-09,2112,"mood disorder, major depressive disorder","Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.",29942085,False,,PLCL2,12.0,0.6899389331775336,True,0,0,197,0.0,35,35,0,0,0,,0.3780353144337216,0.0,0.2928702,0.1473210379551622,0.0,0.6899389331775336,0.0,0.06804635659806989,0.0,0.064431444,0.03241062835013568,0.0,0.08969206131307937,0.0
291,HAR_2353,HARsv2_2238,new,False,chr5,31061231,31061573,CDH6,132113,,nearest_tss,0.2527461873437786,342,2.6285457706221775,8.831000328063965,0,0,,,,Depression,rs4262121,7e-09,17279,major depressive disorder,"Depression pathophysiology, risk prediction of recurrence and comorbid psychiatric disorders using genome-wide analyses.",37464041,False,,CDH6,12.0,0.6315814102164511,True,94,106,395,0.32525951557093424,56,58,2,4,6,+Nr2e1;+RARA;-PROX1;-MEIS1;-PBX1;-ZNF582,0.28309749728707867,0.6898649402835138,0.2603661,0.05037119842643994,0.0,0.6315814102164511,0.06060606060606061,0.05095754951167416,0.048290545819845966,0.057280542,0.011081663653816786,0.0,0.08210558332813865,0.0030303030303030307
292,HAR_2320,HARsv2_2206,new,False,chr5,3427969,3428515,LINC02162,24301,,nearest_tss,0.25124884635371114,546,4.259754163236152,8.809000015258789,0,0,,,,Educational attainment,rs13159124,1.0000000000000001e-23,5303,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LINC02162,,0.0,False,5,0,546,0.009157509157509158,144,147,2,5,7,-HNF1B;+MTF1;+ARNT::HIF1A;-IRF2;-NFYB;-TP73;-ZBED1,0.5679128228443816,0.019422781519555714,0.29270969999999996,0.36242480000000005,0.0,0.0,0.0707070707070707,0.10222430811198868,0.0013595947063689002,0.064396134,0.07973345600000001,0.0,0.0,0.0035353535353535356
294,HAR_2678,HARsv2_2549,new,False,chr6,140397157,140397521,MIR3668,191906,,nearest_tss,0.2482003474638741,364,2.8819346054954997,8.902999877929688,0,0,,,,Educational attainment (years of education),rs72977992,3e-08,7064,self reported educational attainment,Leveraging Polygenic Functional Enrichment to Improve GWAS Power.,30595370,True,AG80295,MIR3668,,0.0,False,4,0,364,0.01098901098901099,68,77,2,11,13,+ZNF24;-Hoxa11;-HOXB9;-HOXC10;-HOXC11;-HOXC13;-HOXC9;-HOXD10;-HOXD12;-IRF8;+Nfat5;-Stat4;-ZIM3,0.327340172731742,0.023307337823466858,0.24242819999999998,0.1079442825402785,0.8,0.0,0.13131313131313133,0.05892123109171356,0.0016315136476426802,0.053334203999999996,0.02374774215886127,0.10400000000000001,0.0,0.006565656565656566
296,HAR_2921,HARsv2_2786,new,False,chr8,35183289,35183350,UNC5D,206583,,nearest_tss,0.24609989005570063,61,2.3349672177516414,8.45300006866455,0,0,,,,Frailty (Factor 5 - Poorer Cognition),rs2198140,1e-09,1161,frailty measurement,Uncovering the multivariate genetic architecture of frailty with genomic structural equation modeling.,40759756,False,,UNC5D,16.0,0.7805903233359437,True,4,0,61,0.06557377049180328,5,9,1,5,6,+Dux;-POU4F1;-POU4F2;-POU4F3;-Stat5a;-Stat5a::Stat5b,0.23183754087006236,0.13907985193019567,0.2380251,0.17164079999999998,0.0,0.7805903233359437,0.06060606060606061,0.04173075735661123,0.009735589635113699,0.052365522,0.037760975999999995,0.0,0.10147674203367268,0.0030303030303030307
299,HAR_777,HARsv2_0731,new,False,chr14,32948545,32948898,NPAS3,9667,,nearest_tss,0.24542355128812754,353,3.631603859480451,8.812999725341797,0,0,,,,Attention deficit hyperactivity disorder or risk-taking behavior (pleiotropy),rs36063234,2e-11,7939,"attention deficit-hyperactivity disorder, risk-taking behaviour",Investigating the shared genetic architecture between attention-deficit/hyperactivity disorder and risk taking behavior: A large-scale genomewide cross-trait analysis.,38565336,False,,NPAS3,37.0,0.36741234406462686,False,6,2,353,0.017094017094017096,71,53,24,6,30,+Sox6;+Rxra;+RXRG;+Sox7;-Nanog;-CEBPD;+ERF::NHLH1;+Hoxa11;+HOXB9;+HOXC11;+HOXC12;+HOXC9;+HOXD10;+HOXD12;-MAF::NFE2;-MAFG::NFE2L1;+NR2C2;+NR2F1;+NR2F1;+Nr2f6;-NRL;+PPARD;+Pparg::Rxra;+SIX1;+Sox11;+Sox17;+SOX4;+Sox5;+THRB;-ZNF317,0.45823533830397617,0.036255858836504,0.2970999,0.14602810179518144,0.0,0.36741234406462686,0.30303030303030304,0.08248236089471571,0.00253791011855528,0.065361978,0.03212618239493992,0.0,0.04776360472840149,0.015151515151515152
300,HAR_916,HARsv2_0864,new,False,chr15,35970976,35971429,MIR4510,44121,,nearest_tss,0.24522130559495564,453,5.299469160578527,8.902999877929688,0,0,,,,Depressive symptoms,rs1510386,1e-08,1334,depressive symptom measurement,Multivariate genome-wide analyses of the well-being spectrum.,30643256,False,,MIR4510,,0.0,False,7,0,453,0.01545253863134658,110,109,12,11,23,+MYBL2;+SOX21;+Sox1;-CDX1;+SOX18;-CDX2;-CDX4;-CUX1;+Foxq1;-GFI1;-Hic1;-HOXA10;-HOXD9;-NFIA;-NFIX;-ONECUT3;+POU4F1;+POU4F2;+POU4F3;+SOX14;+Sox5;+SOX8;+ZNF354A,0.7494511025612621,0.032774335968097985,0.2867637,0.1514624,0.0,0.0,0.23232323232323232,0.1349011984610272,0.002294203517766859,0.063088014,0.033321728,0.0,0.0,0.011616161616161616
304,HAR_2711,HARsv2_2579,new,False,chr7,3642523,3642738,SDK1,72730,,nearest_tss,0.24385571210335302,215,1.206004271657294,6.783999919891357,0,0,,,,Educational attainment,rs111362982,8e-17,937,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,SDK1,21.0,0.6903436777790691,True,18,0,215,0.08372093023255814,88,78,11,1,12,+POU3F3;+FOXB1;+FOXC1;+Hmga1;+FOXC2;+GATA1;+GATA2;+Gata3;+GATA4;+GATA6;-HMBOX1;+TRPS1,0.034716222410730996,0.17756939234808702,0.278181,0.3098719565144103,0.0,0.6903436777790691,0.12121212121212122,0.006248920033931579,0.012429857464366093,0.06119982,0.06817183043317027,0.0,0.089744678111279,0.0060606060606060615
306,HAR_668,HARsv2_0630,new,False,chr13,70959031,70959920,LINC00348,55221,,nearest_tss,0.24293385618496785,889,4.974974670004462,8.894000053405762,0,0,,,,Rate of cognitive decline in Alzheimer's disease,rs79538982,2e-09,12330,cognitive decline measurement,Genome-wide association study of rate of cognitive decline in Alzheimer's disease patients identifies novel genes and pathways.,32573913,False,,LINC00348,35.0,0.20043200525205543,False,14,1,889,0.015765765765765764,163,153,13,3,16,-ZNF157;+DMRTA2;-HAND2;+MITF;+MXI1;+Pparg::Rxra;-PRDM1;+Rhox11;+SIX2;+Spi1;+SPIC;+TFAP4::FLI1;+USF1;+ZNF140;+ZNF582;+ZNF85,0.6927931032566479,0.03343868061609997,0.2834337,0.08817275996394988,0.0,0.20043200525205543,0.16161616161616163,0.12470275858619662,0.002340707643126998,0.062355414000000005,0.019398007192068974,0.0,0.026056160682767206,0.008080808080808083
309,HAR_2402,HARsv2_2284,new,False,chr5,91835638,91835767,ARRDC3,453931,,nearest_tss,0.24109346397911072,129,1.2204450475968458,5.583000183105469,0,0,,,,Educational attainment,rs7716876,8e-20,1397,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,ARRDC3,9.0,0.41463317879266215,False,46,37,147,0.41818181818181815,22,26,1,5,6,-LIN54;+IRF3;-IRF7;-NFIA;-NFIX;-Stat2,0.037237638018415904,0.886950146627566,0.1638207,0.3605954936296233,0.0,0.41463317879266215,0.06060606060606061,0.006702774843314862,0.062086510263929626,0.036040554,0.07933100859851712,0.0,0.053902313243046084,0.0030303030303030307
314,HAR_1703,HARsv2_1617;ZOOHAR.1,new,False,chr2,235865019,235865565,GBX2,302822,,nearest_tss,0.23756724583088584,546,4.047012834296199,8.829000473022461,0,0,,,,Educational attainment (MTAG),rs62190914,1e-11,13967,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,GBX2,8.0,0.4126008870563666,False,16,0,546,0.029304029304029304,116,115,17,16,33,+Arnt;-RXRA::VDR;+Znf423;-ZNF354C;-Rarb;+Rarb;+Rarg;-IRF5;+FERD3L;+HES6;-NR2F1;-NR2F6;+ZNF213;+ARNT::HIF1A;+CLOCK;-CTCF;-Hoxa13;+MAX;-HIC2;-HNF4A;-Hoxd13;-MAFG::NFE2L1;+Mlxip;+MLXIPL;+MNT;+Npas2;-NR4A2::RXRA;-Rarg;+Sox11;+THAP1;-ZBED2;-ZNF354A;+ZNF417,0.5307673599250615,0.062152900862578284,0.20915340000000002,0.09709040000000001,0.0,0.4126008870563666,0.3333333333333333,0.09553812478651107,0.00435070306038048,0.04601374800000001,0.021359888,0.0,0.05363811531732766,0.016666666666666666
316,HAR_2824,HARsv2_2692,new,False,chr7,111106891,111107114,LRRN3,15765,,nearest_tss,0.23548251994010522,223,2.5205566622090827,6.966000080108643,0,0,,,,Schizophrenia,rs17439799,1e-08,5370,schizophrenia,Genome-Wide Association Study Detected Novel Susceptibility Genes for Schizophrenia and Shared Trans-Populations/Diseases Genetic Effect.,30285260,False,,LRRN3,24.0,0.6947356069579984,True,6,0,223,0.026905829596412557,48,48,1,1,2,+Foxq1;-ZBTB26,0.2642421792243564,0.05706639664400406,0.2952705,0.125632,0.0,0.6947356069579984,0.020202020202020204,0.04756359226038415,0.003994647765080284,0.06495951,0.02763904,0.0,0.0903156289045398,0.0010101010101010103
317,HAR_1134,HARsv2_1076,new,False,chr16,82792775,82792795,LOC101928446,19457,,nearest_tss,0.2347255435061179,20,1.073450005054474,4.294000148773193,0,0,,,,Educational attainment,rs11644588,3e-08,3722,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,True,AG80295,LOC101928446,,0.0,False,4,0,20,0.2,14,2,12,0,12,+FOXL1;+FOXO4;+FOXO6;+Foxo1;+FOXD2;+FOXD3;+FOXE1;+FOXH1;+FOXK2;+Foxo3;+FOXP2;+Foxq1,0.011571732247832422,0.42419354838709683,0.2941629,0.12805745115366002,0.8,0.0,0.12121212121212122,0.002082911804609836,0.029693548387096782,0.064715838,0.028172639253805205,0.10400000000000001,0.0,0.0060606060606060615
319,HAR_54,HARsv2_0045,new,False,chr1,57603648,57603921,DAB1,179342,,nearest_tss,0.23436306742660531,273,2.14744656930014,8.812000274658203,0,0,,,,Educational attainment,rs6697033,5e-11,4865,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,DAB1,12.0,0.7726646690529898,True,5,14,273,0.019305019305019305,66,57,9,0,9,+NR1H2::RXRA;+MTF1;+Atoh1;+CEBPD;+Foxl2;+HAND2;+NR6A1;+Ptf1A;+ZBTB18,0.1990957067921708,0.04094532320338772,0.24619739999999998,0.16592899117015542,0.0,0.7726646690529898,0.09090909090909091,0.035837227222590744,0.002866172624237141,0.054163428,0.03650437805743419,0.0,0.10044640697688868,0.004545454545454546
320,HAR_2729,HARsv2_2597,new,False,chr7,14452055,14452157,DGKB,451500,,nearest_tss,0.23398577331493656,102,4.418523524459258,8.888999938964844,0,0,,,,Educational attainment,rs4272263,3e-14,10889,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,DGKB,25.0,0.38145379330040896,False,3,0,102,0.029411764705882353,61,65,1,5,6,+ZNF677;-ZNF184;-ZNF157;-NFIA;-NFIX;-Stat2,0.5956345704212316,0.06238140417457306,0.16455,0.1526570735797207,0.0,0.38145379330040896,0.06060606060606061,0.10721422267582167,0.004366698292220115,0.036201000000000004,0.033584556187538556,0.0,0.04958899312905317,0.0030303030303030307
322,HAR_2351,HARsv2_2236,new,False,chr5,30856060,30856185,CDH6,337501,,nearest_tss,0.23182743274294146,125,1.5007872570262237,5.058000087738037,0,0,,,,Educational attainment (years of education),rs4279348,4e-10,955,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,CDH6,12.0,0.6315814102164511,True,34,36,143,0.3177570093457944,23,16,7,0,7,+Nr2F6;+Rarb;+ZNF75D;+SOX2;+Nfat5;+SOX13;+Sox3,0.08618647742337436,0.673952366596322,0.19874969999999997,0.1807787740068153,0.0,0.6315814102164511,0.0707070707070707,0.015513565936207384,0.04717666566174254,0.04372493399999999,0.039771330281499366,0.0,0.08210558332813865,0.0035353535353535356
323,HAR_1796,HARsv2_1704;ZOOHAR.32,new,False,chr21,20993451,20993543,NCAM2,4866,,nearest_tss,0.23162316994658982,92,2.828850021752555,7.0920000076293945,0,0,,,,Externalizing behaviour (multivariate analysis),rs1999292,1e-08,486,"social inhibition quality, attention deficit-hyperactivity disorder, substance abuse",Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.,34446935,False,,NCAM2,25.0,0.5401382584811902,False,2,6,92,0.023255813953488372,15,16,0,1,1,-MEIS1,0.3180713980802136,0.04932483120780195,0.2985402,0.1568896,0.0,0.5401382584811902,0.010101010101010102,0.05725285165443845,0.003452738184546137,0.065678844,0.034515712,0.0,0.07021797360255473,0.0005050505050505052
324,HAR_72,HARsv2_0059,new,False,chr1,69614594,69614727,LRRC7,46673,,nearest_tss,0.2311320722444456,133,2.605796378674311,8.83899974822998,0,0,,,,Depression/anxiety (weighted GWA),rs115023982,1e-08,18384,"Anxiety, major depressive disorder",Participation bias in the UK Biobank distorts genetic associations and downstream analyses.,37106081,False,,LRRC7,21.0,0.7587218902866124,True,4,0,133,0.03007518796992481,30,39,1,10,11,-Spz1;-GATA1;-GATA1::TAL1;-GATA2;-Gata3;-GATA4;-GATA6;-Mecom;-Stat2;-TRPS1;+ZNF16,0.27912536503028024,0.06378850351685665,0.2859981,0.042342399999999995,0.0,0.7587218902866124,0.1111111111111111,0.050242565705450444,0.004465195246179966,0.062919582,0.009315328,0.0,0.09863384573725961,0.005555555555555556
325,HAR_2421,HARsv2_2301,new,False,chr5,107376801,107377349,EFNA5,293589,,nearest_tss,0.23101185401239668,548,3.7335163082058926,8.902999877929688,0,0,,,,Schizophrenia,rs252812,1e-09,22441,schizophrenia,Mapping genomic loci implicates genes and synaptic biology in schizophrenia.,35396580,False,,EFNA5,13.0,0.6847293025580808,True,4,4,549,0.007339449541284404,157,160,3,6,9,+PROP1;+FOSL2;-Nfat5;-Nfatc1;-Nfatc2;-NFATC3;+Prdm5;-Sox11;-SOX4,0.4760296479663761,0.015566735720627407,0.2119233,0.0184248,0.0,0.6847293025580808,0.09090909090909091,0.08568533663394769,0.0010896715004439185,0.046623126,0.004053456,0.0,0.08901480933255052,0.004545454545454546
326,HAR_588,ZOOHAR.274,new,False,chr12,97421605,97421655,RMST,42243,,nearest_tss,0.22979345256479905,50,3.6354999808222055,6.999000072479248,0,0,,,,Educational attainment (MTAG),rs10128888,1e-08,15859,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,RMST,8.0,0.4012155785936745,False,4,0,50,0.08,54,66,1,13,14,-FOXI1;-FOXP3;-ZBTB32;-FOXP4;-FOXA2;-FOXA3;-FOXD1;-Foxf1;-FOXK1;-FOXP1;-Msgn1;+MYB;-Nkx2-1;-ZNF354A,0.4589156162337533,0.1696774193548387,0.2873271,0.058502399999999996,0.0,0.4012155785936745,0.1414141414141414,0.0826048109220756,0.01187741935483871,0.063211962,0.012870528,0.0,0.05215802521717769,0.007070707070707071
333,HAR_2357,HARsv2_2242,new,False,chr5,35041861,35041911,AGXT2,6039,,nearest_tss,0.22675888910837946,50,1.2321000000834466,4.545000076293945,0,0,,,,Metabolomic risk score for mild cognitive impairment,rs37371,2e-15,1736,"metabolite measurement, Cognitive impairment",Genetic loci of beta-aminoisobutyric acid are associated with aging-related mild cognitive impairment.,37120436,False,,AGXT2,35.0,0.3356289738086899,False,13,20,60,0.325,14,12,3,1,4,+POU3F2;+ZNF157;-Nanog;+PHOX2B,0.039272638023232366,0.6893145161290323,0.29818829999999996,0.2735654705446985,0.0,0.3356289738086899,0.04040404040404041,0.007069074844181826,0.048252016129032266,0.06560142599999999,0.06018440351983367,0.0,0.043631766595129684,0.0020202020202020206
335,HAR_2069,HARsv2_1963,new,False,chr3,173406632,173406810,NLGN1,8889,,nearest_tss,0.22573754215423839,178,2.114942606127349,8.635000228881836,0,0,,,,Depression,rs536445,1e-11,4319,major depressive disorder,"Depression pathophysiology, risk prediction of recurrence and comorbid psychiatric disorders using genome-wide analyses.",37464041,False,,NLGN1,12.0,0.6162582650409794,True,4,0,178,0.02247191011235955,17,19,1,3,4,-ZNF677;+GRHL2;-MEIS1;-MEIS3,0.1934203884852769,0.0476621964479884,0.29733329999999997,0.18199279999999998,0.0,0.6162582650409794,0.04040404040404041,0.03481566992734984,0.003336353751359188,0.065413326,0.04003841599999999,0.0,0.08011357445532732,0.0020202020202020206
336,HAR_1542,HARsv2_1465;ZOOHAR.289,new,False,chr2,143292691,143292937,ARHGAP15,163273,,nearest_tss,0.2256649529642068,246,2.9640538052814764,8.739999771118164,0,0,,,,Educational attainment (MTAG),rs7601485,4e-08,2933,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,ARHGAP15,37.0,0.44613249048870185,False,5,0,246,0.02032520325203252,77,113,1,37,38,-RORA;-POU3F2;-POU3F3;-POU5F1B;+ZNF135;-ZNF8;-Nr1h3;-Arid3b;-ATF2;-JUN;-CREB1;-Crx;-JUND;-FOXD2;-FOXD3;-FOXE1;-FOXF2;-PITX1;-Foxj3;-GSC;-GSC2;-HLF;-NFIL3;-Nr1H2;-Nr1H4;-NR2C1;-NR2C2;-OTX1;-PITX3;-POU1F1;-POU2F1;-POU2F2;-POU3F1;-POU4F2;-RHOXF1;-RORA;-RORB;-RORC,0.3416785041965943,0.04310910044584317,0.25101809999999997,0.1306002737370927,0.0,0.44613249048870185,0.3838383838383838,0.06150213075538697,0.0030176370312090224,0.05522398199999999,0.028732060222160394,0.0,0.057997223763531246,0.01919191919191919
