rank_relaxed,har_id,har_alt_id,chrom,start,end,phylop_mean,gene,gene_distance,gene_confidence,gwas_trait,gwas_pval,gwas_distance,within_gwas25,within_ddg1mb,in_anchored,tier,brain_dnase_overlap,gene_peak_pcw,gene_midfetal_frac,score_constraint,score_gene,score_disease,score_brain,score_temporal,total_score
761,HAR_439,HARsv2_0415,chr11,95282453,95282802,2.7289362659386835,CEP57,507658.0,definitive,Educational attainment,3e-08,241306.0,False,True,False,relaxed (constraint only),False,8.0,0.6004102355079436,0.3008357498005385,0.642342,0.0,0.0,0.6004102355079436,0.3108170517956018
762,HAR_1218,HARsv2_1157,chr18,3214862,3215272,1.9600136212604804,TGIF1,234434.0,definitive,Educational attainment,1e-09,483108.0,False,True,False,relaxed (constraint only),False,8.0,0.3211403031026775,0.16661911942109517,0.915566,0.0,0.0,0.3211403031026775,0.31041386465811954
763,HAR_1517,HARsv2_1441;ZOOHAR.138,chr2,118309582,118310304,5.331082970462406,GLI2,2425563.0,definitive,Pulse pressure x depressive symptoms (quantitative) interaction (2df test),2e-08,226879.0,False,False,False,relaxed (constraint only),True,9.0,0.2554568812675269,0.7550444596770826,0.0,0.0,0.8,0.2554568812675269,0.3103606787575606
764,HAR_2984,HARsv2_2846,chr8,91531259,91531404,4.357077247666055,OTUD6B,460916.0,strong,Depressed affect,2e-08,105920.0,False,True,False,relaxed (constraint only),False,12.0,0.6063938052470381,0.5850302625549125,0.40431300000000003,0.0,0.0,0.6063938052470381,0.3103244340249991
765,HAR_3198,HARsv2_3050,chr9,116223188,116223629,3.2552444180186724,TRIM32,463675.0,definitive,Educational attainment,6e-11,264692.0,False,True,False,relaxed (constraint only),False,12.0,0.6444248718157162,0.3927036473092281,0.5363249999999999,0.0,0.0,0.6444248718157162,0.309606124831482
766,HAR_2206,HARsv2_2094,chr4,92222607,92222708,1.212779493892894,GRID2,81473.0,strong,Cognitive function (generalized correlation coefficient),3e-09,361337.0,False,True,False,relaxed (constraint only),False,21.0,0.6249375701674219,0.03618825309932951,0.83889525,0.0,0.0,0.6249375701674219,0.3094462780450502
767,HAR_2115,HARsv2_2007,chr4,16757157,16757587,1.4545241620080742,TAPT1,530686.0,strong,Educational attainment (years of education),1e-09,286701.0,False,True,False,relaxed (constraint only),True,24.0,0.5900457644165765,0.07838515676861237,0.3519855,0.0,0.8,0.5900457644165765,0.30937737226421047
768,HAR_2466,HARsv2_2342,chr5,141719105,141719417,2.7822230715377656,HDAC3,82249.0,moderate,Cognitive performance (MTAG),2e-09,16657.0,True,True,True,anchored (both gates),False,8.0,0.5355292567336383,0.3101370436832104,0.6088755,0.05806040539694033,0.0,0.5355292567336383,0.3092833754837247
769,HAR_2359,ZOOHAR.20,chr5,37981454,37981607,4.2411987835606535,LIFR,575860.0,definitive,Schizophrenia,6e-09,152712.0,False,True,False,relaxed (constraint only),False,9.0,0.337944403134497,0.5648034984019578,0.57414,0.0,0.0,0.337944403134497,0.3089865933179966
770,HAR_1334,HARsv2_1269,chr18,74799081,74799220,4.439123398259793,ZNF407,181502.0,limited,Externalizing behaviour (multivariate analysis),1e-09,24106.0,True,True,True,anchored (both gates),False,9.0,0.5801290282594695,0.5993515443438034,0.39554939999999994,0.006436800000000002,0.0,0.5801290282594695,0.3087920632450178
771,HAR_948,ZOOHAR.101,chr15,59945817,59946084,5.910844164552287,RORA,681446.0,strong,Type 2 diabetes and Attention deficit hiperactivty disorder or Anorexia nervosa or Major depressive disorder or obsessive compulsive disorder,5e-09,768976.0,False,True,False,relaxed (constraint only),False,12.0,0.5001862765034849,0.8562426678896545,0.2389155,0.0,0.0,0.5001862765034849,0.30876057518817146
772,HAR_1762,HARsv2_1673,chr20,44831354,44831573,1.8213724005199907,ADA,179596.0,definitive,Educational attainment,2e-08,31263.0,False,True,False,relaxed (constraint only),False,25.0,0.2506367383423772,0.1424190810839896,0.970404,0.0,0.0,0.2506367383423772,0.3087580574768491
773,HAR_321,HARsv2_0304;ZOOHAR.75,chr10,112585861,112586311,2.894647946326561,TCF7L2,363935.0,definitive,Externalizing behaviour (multivariate analysis),7e-09,26829.0,False,True,False,relaxed (constraint only),False,9.0,0.5570097880131953,0.3297609785086672,0.636065,0.0,0.0,0.5570097880131953,0.3087528961059949
774,HAR_2455,HARsv2_2332,chr5,127062805,127063924,1.9057496140095076,MEGF10,226855.0,definitive,Response to antipsychotic treatment in schizophrenia,1e-09,391225.0,False,True,False,relaxed (constraint only),False,9.0,0.30912133744964454,0.15714725348696174,0.923145,0.0,0.0,0.30912133744964454,0.3085956585183033
775,HAR_2606,HARsv2_2480,chr6,72499098,72499248,1.203540896621405,KCNQ5,122815.0,strong,Educational attainment,5e-10,14309.0,True,True,True,anchored (both gates),False,21.0,0.7920837632378809,0.03457564173485226,0.65788875,0.0795498493469149,0.0,0.7920837632378809,0.30844431430627184
776,HAR_33,ZOOHAR.225,chr1,44416189,44416308,3.5028608306115414,SLC6A9,398849.0,strong,Educational attainment (years of education),1e-10,174566.0,False,True,False,relaxed (constraint only),False,35.0,0.4674861284108546,0.43592547300896345,0.60086325,0.0,0.0,0.4674861284108546,0.30844283731252786
777,HAR_2032,HARsv2_1929,chr3,137891644,137892287,3.354846428433272,MRAS,456334.0,definitive,Educational attainment,9e-11,206016.0,False,True,False,relaxed (constraint only),False,25.0,0.5998613922278461,0.4100893314341383,0.543666,0.0,0.0,0.5998613922278461,0.30841429619064187
778,HAR_801,ZOOHAR.255,chr14,36111936,36112047,3.0580456990948037,RALGAPA1,302641.0,strong,Educational attainment,2e-08,13144.0,True,True,True,anchored (both gates),False,21.0,0.5785573039546169,0.3582823075915231,0.52301925,0.07302319069712626,0.0,0.5785573039546169,0.3077643202658433
779,HAR_414,HARsv2_0391,chr11,46920641,46920661,2.0183000054210423,LRP4,2091.0,definitive,Noncognitive aspects of educational attainment,3e-08,24596.0,True,True,True,anchored (both gates),False,25.0,0.13768788324134607,0.1767930974319864,1.0,0.002431394410474598,0.0,0.13768788324134607,0.30711032855617837
780,HAR_906,HARsv2_0854,chr15,30834923,30835090,3.79675638192806,TRPM1,266635.0,definitive,Major depressive disorder,1e-08,1270889.0,False,True,False,relaxed (constraint only),False,35.0,0.16286626066122495,0.487225393559125,0.733365,0.0,0.0,0.16286626066122495,0.3070607780984111
781,HAR_3033,HARsv2_2894,chr8,134409317,134409467,1.8685776951733757,KCNQ3,1945139.0,definitive,Educational attainment,4e-15,2944.0,True,False,False,discovery (GWAS only),True,9.0,0.6381650273860467,0.15065883787655696,0.0,0.2540487718650164,0.8,0.6381650273860467,0.3067849706684886
782,HAR_3189,HARsv2_3042,chr9,106890627,106890817,1.8077898255811757,ZNF462,27462.0,strong,Educational attainment,9e-11,23477.0,True,True,True,anchored (both gates),False,9.0,0.6272837043609837,0.14004822173580775,0.7294035,0.012239750926499121,0.0,0.6272837043609837,0.3067239507763671
783,HAR_245,HARsv2_0230,chr10,8359990,8360179,1.6102048729648109,GATA3,305303.0,definitive,Age when finished full-time education (standard GWA),9e-10,103455.0,False,True,False,relaxed (constraint only),False,19.0,0.7541157213211512,0.10555946433297585,0.694697,0.0,0.0,0.7541157213211512,0.30666941744509696
784,HAR_2964,HARsv2_2826,chr8,71727145,71727295,1.8560991444307218,EYA1,179441.0,definitive,Educational attainment (years of education),4e-08,1221672.0,False,True,False,relaxed (constraint only),False,25.0,0.48105438518006516,0.1484806876500165,0.820559,0.0,0.0,0.48105438518006516,0.3065756521027403
785,HAR_1616,HARsv2_1532,chr2,176851415,176851576,5.539981876884799,NFE2L2,412555.0,strong,Educational attainment,3e-08,334567.0,False,True,False,relaxed (constraint only),False,25.0,0.23249554201000233,0.7915080851197929,0.44058375,0.0,0.0,0.23249554201000233,0.30639125088961705
786,HAR_882,ZOOHAR.282,chr14,97114126,97114281,3.902509603916581,VRK1,316745.0,strong,Educational attainment,6e-16,858173.0,False,True,False,relaxed (constraint only),False,8.0,0.5056961861873294,0.5056847811260091,0.51244125,0.0,0.0,0.5056961861873294,0.30625095432617555
787,HAR_2082,HARsv2_1976,chr3,178669242,178669263,2.6073333754071166,PIK3CA,479093.0,definitive,Educational attainment,5e-12,12935.0,True,True,True,anchored (both gates),False,12.0,0.6188523455752352,0.27960977820962807,0.520907,0.10907754151814876,0.0,0.6188523455752352,0.3061104137914845
788,HAR_395,HARsv2_0372,chr11,32107214,32107649,2.574614153043736,PAX6,296093.0,definitive,Major depressive disorder (broad),3e-08,277721.0,False,True,False,relaxed (constraint only),False,9.0,0.24762503890663617,0.2738985876176453,0.8539070000000001,0.0,0.0,0.24762503890663617,0.3060824327602715
789,HAR_731,HARsv2_0689,chr13,103143653,103143680,2.3279629375837327,ERCC5,297622.0,definitive,Educational attainment,2e-12,872156.0,False,True,False,relaxed (constraint only),False,9.0,0.5634799590169319,0.23084523856211042,0.702378,0.0,0.0,0.5634799590169319,0.3060542018333875
790,HAR_496,HARsv2_0469,chr11,132078581,132078953,3.6685283193853673,ADAMTS15,1629608.0,moderate,Externalizing behaviour (multivariate analysis),7e-09,17417.0,True,False,False,discovery (GWAS only),True,37.0,0.5443625617085354,0.4648429880028842,0.0,0.049470897250057516,0.8,0.5443625617085354,0.3060482593836834
791,HAR_2906,HARsv2_2771,chr8,20561655,20562100,3.611763669131847,ATP6V1B2,364275.0,strong,Depression,2e-10,352721.0,False,True,False,relaxed (constraint only),False,24.0,0.633891326511516,0.4549346309861864,0.47679375,0.0,0.0,0.633891326511516,0.30589628525455753
792,HAR_1178,HARsv2_1117,chr17,49477601,49478058,1.967255528145951,SPOP,200105.0,strong,Restricted and repetitive behaviours in autism spectrum disorder,2e-08,72010.0,False,True,False,relaxed (constraint only),False,12.0,0.5691057699375922,0.16788320540739918,0.74992125,0.0,0.0,0.5691057699375922,0.30589250234683957
793,HAR_1594,ZOOHAR.216,chr2,163800576,163801324,6.378671920910764,SCN3A,1402726.0,strong,Educational attainment (MTAG),2e-08,75845.0,False,False,False,relaxed (constraint only),False,21.0,0.7712562062943801,0.937902722371062,0.0,0.0,0.0,0.7712562062943801,0.30577931459665975
794,HAR_1031,HARsv2_0976,chr16,7980035,7980427,3.2685979927430493,TMEM114,609411.0,limited,Educational attainment,8e-11,80344.0,False,True,False,relaxed (constraint only),True,37.0,0.5241977742160641,0.3950345343177334,0.11717669999999998,0.0,0.8,0.5241977742160641,0.3057168191196367
795,HAR_1236,HARsv2_1174,chr18,25679596,25679986,3.4498578216874938,KCTD1,869638.0,limited,Attention deficit hyperactivity disorder or risk-taking behavior (pleiotropy),4e-08,515661.0,False,True,False,relaxed (constraint only),True,21.0,0.6122135359530978,0.42667371627245265,0.03910859999999999,0.0,0.8,0.6122135359530978,0.3056737734124366
796,HAR_2490,HARsv2_2366,chr5,159208012,159208347,2.0352798766687945,LSM11,1464301.0,limited,Inflammatory bowel disease or major depressive disorder (pleiotropy),3e-08,199012.0,False,False,False,relaxed (constraint only),True,24.0,0.765690327539325,0.17975696007658812,0.15,0.0,0.8,0.765690327539325,0.3055636311294297
797,HAR_2636,HARsv2_2509,chr6,99186044,99186235,1.9957025150243854,FBXL4,238098.0,definitive,Educational attainment,3e-14,33837.0,False,True,False,relaxed (constraint only),False,9.0,0.5387292868776181,0.17284867072396506,0.761902,0.0,0.0,0.5387292868776181,0.30541591820955005
798,HAR_1763,HARsv2_1674,chr20,46225170,46225479,1.905004700683036,ELMO2,181136.0,strong,Eye movement in schizophrenia (horizontal position gain),2e-08,85660.0,False,True,False,relaxed (constraint only),False,25.0,0.5551878818184088,0.1570172277200062,0.764148,0.0,0.0,0.5551878818184088,0.30517055184772074
799,HAR_764,HARsv2_0720,chr14,28130476,28131271,4.252089332414035,FOXG1,635515.0,definitive,Educational attainment,5e-14,133479.0,False,True,False,relaxed (constraint only),False,13.0,0.6639168666480307,0.5667044604560734,0.36448499999999995,0.0,0.0,0.6639168666480307,0.30511669948447406
800,HAR_1232,HARsv2_1171,chr18,25174720,25174995,5.377927748736213,KCTD1,1374629.0,limited,Attention deficit hyperactivity disorder or risk-taking behavior (pleiotropy),4e-08,10785.0,True,False,False,discovery (GWAS only),False,21.0,0.6122135359530978,0.7632212877810511,0.15,0.08412937377861841,0.0,0.6122135359530978,0.30508642466566815
801,HAR_1829,HARsv2_1735;ZOOHAR.217,chr22,46845287,46845476,2.6348144882681805,CELSR1,307667.0,limited,Educational attainment,6e-12,38493.0,False,True,False,relaxed (constraint only),True,9.0,0.26498907139432626,0.284406648730762,0.35769989999999996,0.0,0.8,0.26498907139432626,0.30492699324181766
802,HAR_140,HARsv2_0125,chr1,116311738,116312318,1.1605802848421294,ATP1A1,61548.0,strong,Educational attainment,4e-09,672212.0,False,True,False,relaxed (constraint only),False,37.0,0.5806270729740335,0.02707680086709905,0.853839,0.0,0.0,0.5806270729740335,0.3047726405030707
803,HAR_2224,HARsv2_2112,chr4,106434739,106434772,1.1688787950710817,TBCK,118530.0,definitive,Cognitive function (processing speed) x major depressive disorder interaction (2df),2e-08,324043.0,False,True,False,relaxed (constraint only),False,9.0,0.5302130328236749,0.02852531859226691,0.88147,0.0,0.0,0.5302130328236749,0.3045291495610066
804,HAR_3186,HARsv2_3039,chr9,106583816,106583983,3.147041061471238,ZNF462,279182.0,strong,Educational attainment (years of education),2e-08,100013.0,False,True,False,relaxed (constraint only),False,9.0,0.6272837043609837,0.37381658498630754,0.5406135,0.0,0.0,0.6272837043609837,0.30428276916416275
805,HAR_1056,HARsv2_1001,chr16,51102554,51102771,1.4458342637754642,SALL1,48162.0,definitive,Educational attainment (years of education),2e-08,47046.0,False,True,False,relaxed (constraint only),False,9.0,0.2591045759767793,0.07686832166537605,1.0,0.0,0.0,0.2591045759767793,0.3039998781553966
806,HAR_2996,HARsv2_2857,chr8,102560806,102560847,3.2186585397618575,UBR5,148112.0,moderate,Schizophrenia,2e-08,96916.0,False,True,False,relaxed (constraint only),False,9.0,0.5481154567459323,0.38631752598338615,0.575944,0.0,0.0,0.5481154567459323,0.30397709551588714
807,HAR_2092,HARsv2_1985,chr3,187572359,187572399,1.251950001262594,MASP1,280622.0,definitive,Educational attainment,7e-12,211677.0,False,True,False,relaxed (constraint only),False,8.0,0.5266333133730744,0.043025525412482016,0.8693780000000001,0.0,0.0,0.5266333133730744,0.30394327876448457
808,HAR_3015,HARsv2_2876,chr8,116023278,116023587,3.3682125199755646,TRPS1,354303.0,definitive,Schizophrenia or ER positive breast cancer (pleiotropy),3e-10,19457.0,True,True,True,anchored (both gates),False,9.0,0.32113632604053965,0.412422403272464,0.645697,0.042228253508071134,0.0,0.32113632604053965,0.3037810349387378
809,HAR_3063,HARsv2_2922,chr9,3968920,3969210,2.0186388042829098,GLIS3,256915.0,definitive,Educational attainment,8e-09,16028.0,True,True,True,anchored (both gates),False,37.0,0.45548516339155576,0.17685223529446314,0.743085,0.05811638130936662,0.0,0.45548516339155576,0.303762247138598
810,HAR_1877,HARsv2_1783,chr3,28265829,28266018,5.810291790123711,EOMES,543506.0,limited,Educational attainment (MTAG),1e-09,279782.0,False,True,False,relaxed (constraint only),False,8.0,0.4086229404988018,0.8386910962642621,0.2869482,0.0,0.0,0.4086229404988018,0.3036522540822857
811,HAR_679,HARsv2_0640,chr13,72244463,72245135,2.914159843342203,PIBF1,536997.0,definitive,Externalizing behaviour (multivariate analysis),2e-08,452543.0,False,True,False,relaxed (constraint only),False,8.0,0.5534504814537666,0.33316681014579647,0.6130030000000001,0.0,0.0,0.5534504814537666,0.30315823683549215
812,HAR_1935,HARsv2_1836,chr3,69579486,69579509,1.5078695678840512,MITF,183994.0,definitive,Noncognitive aspects of educational attainment,4e-08,240145.0,False,True,False,relaxed (constraint only),False,25.0,0.2955803019265529,0.08769667941975474,0.966006,0.0,0.0,0.2955803019265529,0.30310472902955427
813,HAR_1130,HARsv2_1072,chr16,82261491,82261736,2.687927514450604,PLCG2,482201.0,limited,Personality traits or cognitive traits (multivariate analysis),4e-09,311837.0,False,True,False,relaxed (constraint only),True,25.0,0.3252078895866408,0.29367760914894997,0.3053397,0.0,0.8,0.3252078895866408,0.302629237833039
814,HAR_193,HARsv2_0178,chr1,209561450,209561778,1.4840841867147252,IRF6,244380.0,definitive,Educational attainment,5e-09,98934.0,False,True,False,relaxed (constraint only),False,25.0,0.3986649435697641,0.08354490455015959,0.90562,0.0,0.0,0.3986649435697641,0.3023874153217023
815,HAR_1084,HARsv2_1027,chr16,64769317,64769467,2.179556934132296,CDH11,352596.0,definitive,Educational attainment,2e-08,93410.0,False,True,False,relaxed (constraint only),False,21.0,0.6670503438066382,0.2049407423826958,0.647404,0.0,0.0,0.6670503438066382,0.3023122253678957
816,HAR_1716,HARsv2_1628,chr20,6975594,6975664,3.698009112702698,BMP2,207909.0,strong,Major depressive disorder (stressful life events interaction),8e-09,303614.0,False,True,False,relaxed (constraint only),False,37.0,0.3888207170128601,0.4699889058235525,0.59406825,0.0,0.0,0.3888207170128601,0.3020905809771719
817,HAR_1338,HARsv2_1273,chr18,75160945,75161275,1.4642881162238843,TSHZ1,49521.0,limited,Educational attainment,3e-14,136556.0,False,True,False,relaxed (constraint only),True,9.0,0.3966102285619636,0.08008946999582085,0.4351437,0.0,0.8,0.3966102285619636,0.3019398276276171
818,HAR_889,HARsv2_0838,chr14,99035963,99036323,2.41761651132621,BCL11B,235874.0,strong,Schizophrenia,1e-08,168131.0,False,True,False,relaxed (constraint only),False,12.0,0.7315325065798518,0.24649440776329334,0.5730945,0.0,0.0,0.7315325065798518,0.30176023778724265
819,HAR_1297,HARsv2_1232,chr18,48208729,48209019,2.154576196728565,SMAD2,277857.0,limited,Cognitive function and pulse pressure,2e-08,513562.0,False,True,False,relaxed (constraint only),True,9.0,0.5940650634017507,0.2005803162436976,0.2166429,0.0,0.8,0.5940650634017507,0.3011299467796513
820,HAR_98,HARsv2_0084,chr1,82986012,82986272,3.2244363284218904,PRKACB,1178199.0,strong,Early-onset schizophrenia,4e-08,531770.0,False,False,False,relaxed (constraint only),True,12.0,0.7019182530474048,0.3873260478813447,0.0,0.0,0.8,0.7019182530474048,0.30110006990318716
821,HAR_505,HARsv2_0478,chr12,3491584,3491600,2.678687494364567,CCND2,782161.0,definitive,Educational attainment,3e-09,69008.0,False,True,False,relaxed (constraint only),True,9.0,0.46507743461838547,0.29206474943000477,0.217839,0.0,0.8,0.46507743461838547,0.3010867061338534
822,HAR_1038,HARsv2_0983,chr16,17718623,17718773,2.9398261216107535,XYLT1,247663.0,strong,Educational attainment,3e-08,6914.0,True,True,True,anchored (both gates),False,9.0,0.43040547899632875,0.33764689849724266,0.5642527500000001,0.10884702798971216,0.0,0.43040547899632875,0.3009217104054126
823,HAR_593,HARsv2_0559,chr12,101635742,101635972,1.6187283976913414,MYBPC1,40812.0,definitive,Educational attainment,2e-12,492336.0,False,True,False,relaxed (constraint only),False,25.0,0.19617871924776156,0.10704725868481153,1.0,0.0,0.0,0.19617871924776156,0.3008769773471308
824,HAR_1163,ZOOHAR.55,chr17,33539267,33539319,3.769249991692889,PSMD11,1094758.0,limited,Cognitive performance (MTAG),2e-09,226227.0,False,False,False,relaxed (constraint only),True,8.0,0.5674408429545303,0.4824241108334592,0.0,0.0,0.8,0.5674408429545303,0.3006859653796723
825,HAR_483,HARsv2_0456;ZOOHAR.38,chr11,127143567,127143760,2.9741528609728385,KIRREL3,142697.0,limited,Major depressive disorder (broad),1e-10,8905.0,True,True,True,anchored (both gates),False,17.0,0.6510990932767579,0.3436386836540195,0.4071909,0.12875999999999999,0.0,0.6510990932767579,0.3004625490723887
826,HAR_2013,HARsv2_1911,chr3,114585753,114586503,4.292497501747281,ZBTB20,499358.0,definitive,Educational attainment,2e-13,28448.0,False,True,False,relaxed (constraint only),False,9.0,0.3895132601301776,0.573757768568725,0.500642,0.0,0.0,0.3895132601301776,0.30006177518101546
827,HAR_1543,HARsv2_1466;ZOOHAR.240,chr2,143532102,143532455,2.628175305756027,ZEB2,987664.0,definitive,Intelligence (MTAG),1e-08,17295.0,True,True,True,anchored (both gates),True,13.0,0.7323008522083948,0.28324776921092637,0.012336000000000014,0.04931200000000001,0.8,0.7323008522083948,0.2997116695966569
828,HAR_1714,HARsv2_1626,chr20,6561801,6562002,2.5662421554998587,BMP2,205683.0,strong,Major depressive disorder (stressful life events interaction),8e-09,717276.0,False,True,False,relaxed (constraint only),False,37.0,0.3888207170128601,0.2724372425686197,0.74573775,0.0,0.0,0.3888207170128601,0.2995996612204811
829,HAR_2769,HARsv2_2637,chr7,33443988,33444138,1.2105804667753333,BBS9,314449.0,definitive,Fluid intelligence score (baseline),2e-08,521947.0,False,True,False,relaxed (constraint only),False,9.0,0.5638749454367481,0.03580440953343279,0.835551,0.0,0.0,0.5638749454367481,0.29951108707135815
830,HAR_1887,HARsv2_1791,chr3,41339869,41340019,1.3360728641584807,CTNNB1,140365.0,definitive,Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy),2e-09,94941.0,False,True,False,relaxed (constraint only),False,8.0,0.49191455928439837,0.057709300528095905,0.859635,0.0,0.0,0.49191455928439837,0.2993821213659421
831,HAR_34,HARsv2_0027,chr1,44436480,44436755,3.3486534387925087,SLC6A9,419140.0,strong,Educational attainment (years of education),1e-10,194857.0,False,True,False,relaxed (constraint only),False,35.0,0.4674861284108546,0.40900833556633426,0.585645,0.0,0.0,0.4674861284108546,0.2991324966992628
832,HAR_192,HARsv2_0177,chr1,209457495,209457725,2.2308344438557737,IRF6,348433.0,definitive,Educational attainment,5e-09,4791.0,True,True,True,anchored (both gates),False,25.0,0.3986649435697641,0.2138913105795976,0.651567,0.13420441214589873,0.0,0.3986649435697641,0.2990870332278348
833,HAR_2288,HARsv2_2174,chr4,174170443,174170612,1.4659919874036598,HPGD,352286.0,definitive,Depressive symptom (fatigue) (ordinal trait),1e-08,548414.0,False,True,False,relaxed (constraint only),False,8.0,0.5627161853050963,0.08038688333113211,0.797714,0.0,0.0,0.5627161853050963,0.29899979896507534
834,HAR_1810,HARsv2_1718,chr21,34801194,34801504,2.4612287018285532,KCNE1,315568.0,strong,Educational attainment,1e-10,325602.0,False,True,False,relaxed (constraint only),False,13.0,0.8029450086735999,0.25410698269941134,0.5133239999999999,0.0,0.0,0.8029450086735999,0.2989243045607523
835,HAR_2314,HARsv2_2200,chr4,182960993,182961213,2.9019821126193284,TRAPPC11,698066.0,definitive,Noncognitive aspects of educational attainment,2e-09,156089.0,False,True,False,relaxed (constraint only),True,,0.0,0.33104116851642756,0.45193400000000006,0.0,0.8,0.0,0.29887828446926934
836,HAR_1020,HARsv2_0965,chr16,6709530,6709714,3.642440091008726,RBFOX1,312775.0,limited,Educational attainment,2e-08,1006.0,True,True,True,anchored (both gates),False,12.0,0.7866334330472925,0.4602892476110304,0.20616749999999998,0.14778326902723074,0.0,0.7866334330472925,0.29884497733195936
837,HAR_1411,HARsv2_1342,chr2,26570037,26570322,1.069705039478062,KCNK3,122399.0,strong,Systolic blood pressure x depressive symptoms interaction (2df test),2e-09,121597.0,False,True,False,relaxed (constraint only),False,17.0,0.639046938312215,0.011214387005201774,0.80820075,0.0,0.0,0.639046938312215,0.2987487007290049
838,HAR_2190,HARsv2_2080,chr4,71322523,71322733,2.7623497094760756,SLC4A4,135265.0,definitive,Educational attainment,1e-09,156886.0,False,True,False,relaxed (constraint only),False,25.0,0.13380058473401427,0.3066681177662906,0.864735,0.0,0.0,0.13380058473401427,0.2986773150151752
839,HAR_1544,HARsv2_1467,chr2,143575361,143575908,4.450053961126506,ZEB2,944211.0,definitive,Educational attainment,3e-13,3668.0,True,True,True,anchored (both gates),False,13.0,0.7323008522083948,0.6012594909054955,0.05578899999999998,0.21371043951545615,0.0,0.7323008522083948,0.298540563458501
840,HAR_2986,HARsv2_2848,chr8,92102772,92103042,2.4965881090018742,OTUD6B,1032429.0,strong,Cognitive performance,6e-13,49235.0,False,False,False,relaxed (constraint only),True,12.0,0.6063938052470381,0.2602790216110811,0.15,0.0,0.8,0.6063938052470381,0.29850161201376085
841,HAR_941,HARsv2_0888,chr15,48856550,48856715,1.1199191492934066,CEP152,45481.0,definitive,Spherical equivalent (joint analysis main effects and education interaction),2e-09,444924.0,False,True,False,relaxed (constraint only),False,9.0,0.29973961991918535,0.019979337112425385,1.0,0.0,0.0,0.29973961991918535,0.29836639917014846
842,HAR_391,HARsv2_0368,chr11,31664904,31665298,2.355259851755829,PAX6,145823.0,definitive,Neuroticism conditioned on cognitive performance (multi-trait conditioning and joint analysis),4e-08,122476.0,False,True,False,relaxed (constraint only),False,9.0,0.24762503890663617,0.23560995691875206,0.854177,0.0,0.0,0.24762503890663617,0.2983181673900433
843,HAR_1425,HARsv2_1356,chr2,38033826,38034005,1.103056545990923,CYP1B1,42146.0,definitive,Educational attainment,3e-11,165347.0,False,True,False,relaxed (constraint only),False,8.0,0.37447839301210284,0.017035943768050923,0.957854,0.0,0.0,0.37447839301210284,0.29826879655661653
844,HAR_70,ZOOHAR.306,chr1,68692933,68693037,2.321801929991709,RPE65,242979.0,definitive,Cognitive aspects of educational attainment,1e-08,10843.0,True,True,True,anchored (both gates),False,25.0,0.2654489773882364,0.22976982521010852,0.7570209999999999,0.0906048,0.0,0.2654489773882364,0.29811887681623894
845,HAR_1934,HARsv2_1835,chr3,69231845,69231867,1.1452727182344957,LMOD3,109250.0,definitive,Educational attainment,4e-08,319.0,True,True,True,anchored (both gates),False,25.0,0.22889517280613947,0.024404841569756072,0.89075,0.14607084588322766,0.0,0.22889517280613947,0.2980111705018913
846,HAR_1720,HARsv2_1632,chr20,8271691,8271928,2.274104004019867,PLCB1,139426.0,strong,Educational attainment (MTAG),1e-11,148092.0,False,True,False,relaxed (constraint only),False,21.0,0.6180184431341237,0.22144407886314277,0.6454305,0.0,0.0,0.6180184431341237,0.2979511838668202
847,HAR_1635,HARsv2_1551,chr2,191918493,191918528,3.236257144808769,HIBCH,1598667.0,definitive,Age when finished full-time education (standard GWA),2e-08,93992.0,False,False,False,relaxed (constraint only),True,25.0,0.4230887124662651,0.3893893895643627,0.15,0.0,0.8,0.4230887124662651,0.29783138947977245
848,HAR_53,HARsv2_0044,chr1,57600841,57600943,5.4246633237070965,MYSM1,1099119.0,limited,Educational attainment,5e-11,2058.0,True,False,False,discovery (GWAS only),False,21.0,0.6279056924116869,0.7713790542805187,0.0,0.18906098412841846,0.0,0.6279056924116869,0.29780612078666446
849,HAR_2488,HARsv2_2364,chr5,158775825,158776317,5.125661414414145,LSM11,1032114.0,limited,Noncognitive aspects of educational attainment,1e-09,230238.0,False,False,False,relaxed (constraint only),False,24.0,0.765690327539325,0.7191878110910104,0.15,0.0,0.0,0.765690327539325,0.29771994156419784
850,HAR_1165,HARsv2_1104,chr17,35068301,35068851,1.325685239985665,UNC45B,79188.0,strong,Educational attainment,2e-19,138403.0,False,True,False,relaxed (constraint only),False,35.0,0.5139474219499828,0.05589612475056777,0.840609,0.0,0.0,0.5139474219499828,0.29750959921431813
851,HAR_548,HARsv2_0517,chr12,64903820,64904090,1.2371300603829178,GNS,144414.0,definitive,Educational attainment,1e-12,756640.0,False,True,False,relaxed (constraint only),False,37.0,0.5084044192205871,0.04043868193601616,0.855586,0.0,0.0,0.5084044192205871,0.2972732468717718
852,HAR_3309,HARsv2_3158,chrX,139206408,139206728,2.0310354288886576,FGF13,170119.0,strong,Educational attainment,1e-10,293619.0,False,True,False,relaxed (constraint only),False,24.0,0.7106543095495863,0.1790160851877885,0.62241075,0.0,0.0,0.7106543095495863,0.29720263701732746
853,HAR_421,HARsv2_0398,chr11,64157440,64157774,1.767300755593843,KCNK4,133737.0,strong,Educational attainment,3e-13,49456.0,False,True,False,relaxed (constraint only),False,35.0,0.4741235031441762,0.13298079228954462,0.79969725,0.0,0.0,0.4741235031441762,0.29716590116006925
