rank,har_id,har_alt_id,surfaced,is_disease_gene,chrom,start,end,gene,gene_distance,gene_confidence,gene_assignment_method,total_score,width,phylop_mean,phylop_max,gene_conf_num,gene_n_disorders,plac_gene,plac_type,plac_atac,gwas_trait,gwas_snp,gwas_pval,gwas_distance,gwas_mapped_trait,gwas_study,gwas_pubmed,brain_dnase_overlap,brain_dnase_peak,temporal_gene,gene_peak_pcw,gene_midfetal_frac,gene_in_midfetal,n_substitutions,n_indels,aln_length,subst_rate,n_motifs_human,n_motifs_chimp,n_motif_gained,n_motif_lost,motif_disruption,motif_tfs,score_constraint,score_acceleration,score_gene,score_disease,score_brain,score_temporal,score_motif,contrib_constraint,contrib_acceleration,contrib_gene,contrib_disease,contrib_brain,contrib_temporal,contrib_motif
112,HAR_2629,HARsv2_2503,new,False,chr6,97850638,97851176,MIR2113,173355,,nearest_tss,0.3552244430017335,538,3.7953954434306203,8.793000221252441,0,0,,,,Cognitive aspects of educational attainment,rs1933720,6e-13,682,"cognitive function measurement, self reported educational attainment",Investigating the genetic architecture of noncognitive skills using GWAS-by-subtraction.,33414549,True,AG80295,MIR2113,9.0,0.3868947483531433,False,5,0,538,0.00929368029739777,117,119,4,6,10,-ZBTB32;+CDX1;-Pgr;-JUN;-MAF;-NRL;-PBX1;+Sox17;+TCF7L2;+ZNF667,0.4868339854894273,0.019711596114642044,0.24799349999999998,0.23776873431453643,0.8,0.3868947483531433,0.10101010101010101,0.08763011738809691,0.0013798117280249432,0.054558569999999994,0.052309121549198014,0.10400000000000001,0.05029631728590863,0.005050505050505051
113,HAR_3164,HARsv2_3018;ZOOHAR.270,new,False,chr9,79611045,79611405,TLE4,39273,,nearest_tss,0.3538970528810504,360,3.2359218273287507,8.902999877929688,0,0,,,,Educational attainment (years of education),rs9886703,4e-13,20032,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,True,AG80295,TLE4,16.0,0.7279572220955202,True,7,0,360,0.019444444444444445,63,51,14,2,16,+MEF2B;-TBX20;+MEF2D;+Hmga1;+CDX1;+CDX2;+CDX4;+Hoxa13;+HOXB13;-FOXD2;+Hmx1;+HOXA10;+Hoxd13;+HOXD9;+MEF2A;+MEF2C,0.38914771754703026,0.0412410394265233,0.2882181,0.049274372770466146,0.8,0.7279572220955202,0.16161616161616163,0.07004658915846544,0.0028868727598566316,0.063407982,0.010840362009502552,0.10400000000000001,0.09463443887241763,0.008080808080808083
114,HAR_2372,HARsv2_2255,shared,True,chr5,53994214,53994612,NDUFS4,433576,definitive,nearest_tss,0.35260920396080014,398,3.4133370498422684,8.532999992370605,5,1,,,,Type 2 diabetes and schyzophrenia,rs4865796,1e-10,17380,"schizophrenia, type 2 diabetes mellitus",Shared genetics of psychiatric disorders and type 2 diabetes:a large-scale genome-wide cross-trait analysis.,36738649,False,,NDUFS4,19.0,0.5718472016273988,True,142,100,448,0.40804597701149425,121,123,3,5,8,-Arid5a;+IRF7;+IRF8;-MEF2A;-Nfat5;-Nfatc2;+STAT1::STAT2;-ZSCAN31,0.4201251049782185,0.8654523544679273,0.566424,0.06095999999999999,0.0,0.5718472016273988,0.08080808080808081,0.07562251889607932,0.06058166481275492,0.12461328,0.013411199999999998,0.0,0.07434013621156184,0.004040404040404041
115,HAR_524,HARsv2_0496,shared,True,chr12,23881492,23881871,SOX5,68481,strong,nearest_tss,0.3519923304652327,379,2.3059035340729066,8.871999740600586,4,1,,,,Major depressive disorder (broad),rs78751285,1e-09,17083,major depressive disorder,"Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.",38177345,False,,SOX5,12.0,0.6958320159404583,True,112,124,441,0.35331230283911674,57,55,3,1,4,-ZNF558;+MEIS1;+Nfat5;+PBX2,0.22676290873456412,0.7493639971507073,0.69863925,0.05700239999999999,0.0,0.6958320159404583,0.04040404040404041,0.04081732357222154,0.05245547980054952,0.153700635,0.012540527999999997,0.0,0.09045816207225958,0.0020202020202020206
116,HAR_2090,HARsv2_1983,shared,True,chr3,184351502,184351820,ALG3,102531,definitive,nearest_tss,0.35085469483515414,318,2.4022516061145645,8.87600040435791,5,1,,,,General cognitive ability,rs73189617,2e-09,164,intelligence,"Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.",29844566,False,,ALG3,9.0,0.5015775693319467,False,6,0,318,0.018867924528301886,79,78,4,3,7,+E2F6;+FOXD3;-NFIB;+SP5;+TFDP1;-Yy1;-ZNF652,0.24358565660026693,0.04001825928180158,0.897469,0.1728380952221515,0.0,0.5015775693319467,0.0707070707070707,0.043845418188048046,0.002801278149726111,0.19744318,0.03802438094887333,0.0,0.06520508401315309,0.0035353535353535356
117,HAR_479,HARsv2_0452,shared,True,chr11,124746884,124747294,ESAM,14997,moderate,plac_linked,0.35057901875692415,410,2.074183492988904,8.840999603271484,3,1,ESAM,nearest_distal,False,Irritable bowel syndrome or schizophrenia (pleiotropy),rs11604175,1e-08,2218,"schizophrenia, irritable bowel syndrome",Role of the Gut-Brain Axis in the Shared Genetic Etiology Between Gastrointestinal Tract Diseases and Psychiatric Disorders: A Genome-Wide Pleiotropic Analysis.,36753304,True,AG80295,ESAM,35.0,0.2280717702522534,False,8,1,411,0.01951219512195122,141,139,8,6,14,-Arid3a;-INSM1;+IRF9;+ZNF766;-Foxn1;-Zfp961;+FOXJ2::ELF1;+NR2F1;+RREB1;+Stat2;+ZIM3;+ZNF320;-ZNF384;-ZNF417,0.18630368890813076,0.041384736428009446,0.6425015,0.1458048,0.8,0.2280717702522534,0.1414141414141414,0.033534664003463534,0.0028969315499606614,0.14135033,0.032077056,0.10400000000000001,0.02964933013279294,0.007070707070707071
118,HAR_2029,HARsv2_1926,shared,True,chr3,137269688,137270175,STAG1,517310,definitive,nearest_tss,0.3485650948604055,487,4.723431584368238,8.890999794006348,5,1,,,,Educational attainment,rs1039617,1e-13,3201,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,STAG1,8.0,0.5511579566552283,False,5,1,488,0.01026694045174538,127,130,1,4,5,-SP1;-SP2;-KLF14;+FOXD3;-SP5,0.6488727028028697,0.021775849506524475,0.48268999999999995,0.22670960000000004,0.0,0.5511579566552283,0.050505050505050504,0.11679708650451653,0.0015243094654567135,0.10619179999999999,0.04987611200000001,0.0,0.07165053436517968,0.0025252525252525255
119,HAR_1062,HARsv2_1006,shared,True,chr16,54226449,54226948,FTO,522487,limited,nearest_tss,0.3481692597766048,499,4.367901470755878,8.902999877929688,2,1,,,,Personality traits or cognitive traits (multivariate analysis),rs559855534,2e-08,8744,"neuroticism measurement, cognitive function measurement",Multivariate genetic analysis of personality and cognitive traits reveals abundant pleiotropy.,37365406,True,AG80295,FTO,13.0,0.6330592800107839,True,4,0,499,0.008016032064128256,112,113,1,2,3,-NFIC::TLX1;-ZNF143;+ZSCAN31,0.5867957630860124,0.017001745426336545,0.1432539,0.10012356511238904,0.8,0.6330592800107839,0.030303030303030304,0.10562323735548224,0.0011901221798435583,0.031515858,0.02202718432472559,0.10400000000000001,0.08229770640140191,0.0015151515151515154
120,HAR_1094,HARsv2_1036,shared,True,chr16,72167405,72167559,DHODH,158662,definitive,nearest_tss,0.34737232736999923,154,2.3079486916864798,8.869999885559082,5,1,,,,Educational attainment,rs217176,1e-14,1735,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,DHODH,8.0,0.45118404530150413,False,3,0,154,0.01948051948051948,80,75,5,0,5,+FOXC1;+Hmx1;+Hmx2;+Hmx3;+NKX6-3,0.22712000120304535,0.04131755341432761,0.841338,0.260568,0.0,0.45118404530150413,0.050505050505050504,0.04088160021654816,0.002892228739002933,0.18509436,0.05732496000000001,0.0,0.05865392588919554,0.0025252525252525255
121,HAR_1555,HARsv2_1477,shared,True,chr2,145028271,145028844,ZEB2,508152,definitive,nearest_tss,0.3468281816983435,573,4.235033212678778,8.902999877929688,5,1,,,,Educational attainment (MTAG),rs7575637,4e-15,9841,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,ZEB2,13.0,0.7323008522083948,True,4,0,573,0.006980802792321117,132,133,2,3,5,+ZNF677;-ZNF184;-PAX9;-NFIC;+Stat6,0.5635964487912776,0.014806057535326241,0.49184799999999995,0.17460669807316756,0.0,0.7323008522083948,0.050505050505050504,0.10144736078242995,0.001036424027472837,0.10820656,0.03841347357609686,0.0,0.09519911078709133,0.0025252525252525255
122,HAR_2468,HARsv2_2344,shared,True,chr5,142314930,142315031,PCDH12,356728,definitive,nearest_tss,0.34579413518334506,101,4.324137163912063,8.892999649047852,5,1,,,,Educational attainment,rs6872619,4e-10,8428,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,PCDH12,35.0,0.4088054174247861,False,5,0,101,0.04950495049504951,11,21,7,17,24,-Arnt;-Creb3l2;+ZNF213;-ARNT::HIF1A;-ARNT2;-CLOCK;+FIGLA;-MAX;-HAND2;-HEY2;-MAX::MYC;-MYC;-Mlxip;-MNT;+MSANTD3;+MXI1;-MYCN;+NKX2-2;-Npas2;+RREB1;-TFEC;-TWIST1;+ZEB1;-ZNF324,0.5791543450072737,0.10499840306611308,0.6432720000000001,0.1245941294589704,0.0,0.4088054174247861,0.24242424242424243,0.10424778210130926,0.007349888214627916,0.14151984,0.02741070848097349,0.0,0.05314470426522219,0.012121212121212123
123,HAR_2567,HARsv2_2441,shared,True,chr6,40521381,40521591,MOCS1,586919,definitive,nearest_tss,0.3454587618363096,210,3.8780902809121693,8.902999877929688,5,1,,,,Educational attainment,rs9471365,6e-13,14065,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,True,AG80295,MOCS1,25.0,0.22892194029874482,False,5,0,210,0.023809523809523808,89,84,6,1,7,+Pou5f1::Sox2;+PGR;-Ahr::Arnt;+FOXO1::ELF1;+FOXO1::ELK1;+GRHL2;+ZNF331,0.5012728255333243,0.05049923195084485,0.41308100000000003,0.10691673286164388,0.8,0.22892194029874482,0.0707070707070707,0.09022910859599838,0.00353494623655914,0.09087782000000001,0.023521681229561654,0.10400000000000001,0.02975985223883683,0.0035353535353535356
124,HAR_3213,HARsv2_3063,shared,True,chr9,123996022,123996382,LHX2,15386,moderate,plac_linked,0.3450531274304017,360,4.973224185650645,8.902999877929688,3,1,LHX2,nearest_distal,False,Educational attainment,rs7873029,7e-09,17463,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LHX2,9.0,0.4977158884303108,False,5,0,360,0.013888888888888888,139,136,3,0,3,+PHOX2A;+Nfe2l2;+Nr1h3::Rxra,0.6924874618846609,0.0294578853046595,0.642307,0.04917079685793003,0.0,0.4977158884303108,0.030303030303030304,0.12464774313923896,0.002062051971326165,0.14130753999999998,0.010817575308744606,0.0,0.0647030654959404,0.0015151515151515154
125,HAR_1685,HARsv2_1600,shared,True,chr2,219424284,219424591,SPEG,23236,definitive,plac_linked,0.34483647021188757,307,2.4763521491213534,8.902999877929688,5,1,GMPPA,nearest_distal,False,Educational attainment (years of education),rs57016874,2e-08,20800,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,GMPPA,37.0,0.5003105937183812,False,7,0,307,0.02280130293159609,46,47,4,5,9,-RXRA::VDR;-Pgr;+FEZF2;-Ar;-FOXH1;+PAX2;+RFX7;+STAT1::STAT2;-ZNF667,0.2565238994244295,0.04836082799201429,1.0,0.02586853921456903,0.0,0.5003105937183812,0.09090909090909091,0.046174301896397305,0.0033852579594410006,0.22,0.005691078627205187,0.0,0.06504037718338955,0.004545454545454546
126,HAR_2801,HARsv2_2669,shared,True,chr7,70183033,70183191,AUTS2,584559,definitive,nearest_tss,0.3445419939240378,158,5.220180037122827,8.89900016784668,5,1,,,,Educational attainment (MTAG),rs73171706,4e-09,9154,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,AUTS2,12.0,0.6802702645421422,True,3,0,158,0.0189873417721519,24,34,1,11,12,-TBX20;+ZNF24;-Dux;-EOMES;-MEIS1;-MEIS2;-PAX2;-PBX2;-POU4F1;-POU4F3;-TBR1;-Tbx6,0.735606913423662,0.040271539403838305,0.41544099999999995,0.10645900590193368,0.0,0.6802702645421422,0.12121212121212122,0.13240924441625915,0.0028190077582686815,0.09139702,0.02342098129842541,0.0,0.0884351343904785,0.0060606060606060615
127,HAR_53,HARsv2_0044,new,False,chr1,57600841,57600943,DAB1,176535,,nearest_tss,0.3436910894445436,102,5.4246633237070965,8.89799976348877,0,0,,,,Educational attainment,rs6697033,5e-11,2058,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,DAB1,12.0,0.7726646690529898,True,2,0,102,0.0196078431372549,69,62,9,2,11,+RELA;-Arid3a;+HOXC11;+MYOD1;+Nfatc1;+NFATC3;-NR6A1;+Ptf1A;+SNAI3;+Stat5a;+Stat5a::Stat5b,0.7713104900501885,0.041587602783048704,0.2470395,0.18906098412841846,0.0,0.7726646690529898,0.1111111111111111,0.13883588820903392,0.0029111321948134096,0.05434869,0.04159341650825206,0.0,0.10044640697688868,0.005555555555555556
128,HAR_3090,HARsv2_2947,shared,True,chr9,14292866,14292967,NFIB,21175,strong,nearest_tss,0.34317561053231393,101,3.1467804728237505,8.902999877929688,4,1,,,,Educational attainment (MTAG),rs10961468,4e-08,9763,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,NFIB,12.0,0.6396144815778911,True,4,0,101,0.039603960396039604,32,41,1,10,11,-BCL6B;-POU3F3;-POU3F4;-POU5F1B;-FOXB1;-FOXO1::FLI1;+PHOX2B;-POU2F1;-POU2F2;-POU2F3;-POU3F1,0.37358329057441303,0.08399872245289046,0.73411875,0.09017792952970868,0.0,0.6396144815778911,0.1111111111111111,0.06724499230339434,0.0058799105717023325,0.161506125,0.01983914449653591,0.0,0.08314988260512585,0.005555555555555556
129,HAR_1486,HARsv2_1411,shared,True,chr2,100041549,100041740,AFF3,82347,strong,nearest_tss,0.34291396149140396,191,2.627521062580152,8.902999877929688,4,2,,,,Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy),rs35300735,4e-09,9628,"attention deficit-hyperactivity disorder, intelligence, autism spectrum disorder","Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.",35764056,False,,AFF3,12.0,0.7988263440648333,True,5,1,191,0.02631578947368421,46,40,13,7,20,-ZNF382;-ZNF8;+ZNF418;+Ebf4;+ARNT::HIF1A;+ATF6;+CREB3;+CREB3L1;+CREB3L4;+EBF1;-Ebf2;-EBF3;+Mafb;+MAFF;-MAFG::NFE2L1;+NRL;+PPARG;-SOX14;+XBP1;-ZNF684,0.2829185792800894,0.055814940577249575,0.68823975,0.10327450705064525,0.0,0.7988263440648333,0.20202020202020202,0.05092534427041609,0.003907045840407471,0.15141274500000002,0.022720391551141954,0.0,0.10384742472842834,0.010101010101010102
130,HAR_2849,HARsv2_2715,shared,True,chr7,127535966,127536116,RBM28,807793,limited,nearest_tss,0.3420605785777547,150,4.894005471023859,8.902999877929688,2,1,,,,General cognitive ability,rs11764631,2e-08,3324,intelligence,"Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.",29844566,True,AG80295,RBM28,9.0,0.5450450610116369,False,2,0,150,0.013333333333333334,31,29,2,0,2,+FERD3L;+Bcl11B,0.6786555664022553,0.02827956989247312,0.0576621,0.13350629905119005,0.8,0.5450450610116369,0.020202020202020204,0.12215800195240595,0.0019795698924731184,0.012685662,0.02937138579126181,0.10400000000000001,0.07085585793151279,0.0010101010101010103
131,HAR_2230,HARsv2_2118,shared,True,chr4,112513689,112513825,LARP7,123474,definitive,nearest_tss,0.34080961529049,136,3.464224366580739,8.746000289916992,5,1,,,,Intelligence,rs35535929,5e-09,23490,intelligence,A General Cognitive Ability Factor for the UK Biobank.,36378351,False,,LARP7,8.0,0.47100419008155686,False,3,0,136,0.022058823529411766,32,32,4,4,8,-PAX6;-ZNF135;+JUN;-PAX1;+JUND;+Foxq1;+ONECUT1;-ZNF85,0.42901022827039303,0.046786053130929796,0.876526,0.010027644234762092,0.0,0.47100419008155686,0.08080808080808081,0.07722184108867074,0.003275023719165086,0.19283572000000002,0.0022060817316476604,0.0,0.061230544710602394,0.004040404040404041
132,HAR_1495,HARsv2_1420,shared,True,chr2,105262724,105263064,POU3F3,408610,definitive,nearest_tss,0.3395409186122145,340,1.088555275816406,8.062000274658203,5,1,,,,Educational attainment,rs57463591,6e-09,9557,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,True,AG80295,POU3F3,9.0,0.5682332536308596,False,6,3,343,0.01764705882352941,177,183,1,7,8,-Pou5f1::Sox2;-MSC;-MEIS2;+Ascl2;-MEIS3;-Nr2e3;-Stat6;-Tcf21,0.014209171234274069,0.037428842504743834,0.5913900000000001,0.10157600819226031,0.8,0.5682332536308596,0.08080808080808081,0.002557650822169332,0.0026200189753320686,0.13010580000000002,0.02234672180229727,0.10400000000000001,0.07387032297201175,0.004040404040404041
133,HAR_496,HARsv2_0469,new,False,chr11,132078581,132078953,NTM,168211,,nearest_tss,0.33742052988948545,372,3.6685283193853673,8.902999877929688,0,0,,,,Externalizing behaviour (multivariate analysis),rs1106363,7e-09,17418,"social inhibition quality, attention deficit-hyperactivity disorder, substance abuse",Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.,34446935,True,AG80295,NTM,25.0,0.5516437026698248,False,8,0,372,0.021505376344086023,62,72,4,14,18,-HNF1B;-POU3F4;-POU5F1B;+SMAD3;-TCF7L1;-Sox7;-ZNF418;+BARHL1;+BARHL2;-Hnf1A;-HNF1A;-POU2F1;-POU2F2;-POU2F3;-POU3F1;+Smad4;-Yy1;-ZNF274,0.4646824925219567,0.04561220950398891,0.2495367,0.04946437332848952,0.8,0.5516437026698248,0.18181818181818182,0.0836428486539522,0.003192854665279224,0.054898074,0.010882162132267694,0.10400000000000001,0.07171368134707722,0.009090909090909092
134,HAR_1361,HARsv2_1294,new,False,chr19,31421505,31421900,TSHZ3,72069,,nearest_tss,0.3360437552283725,395,2.4432352749163413,8.831000328063965,0,0,,,,Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy),rs8109639,8e-11,15659,"attention deficit-hyperactivity disorder, intelligence, autism spectrum disorder","Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.",35764056,True,AG80295,TSHZ3,13.0,0.7769093741687214,True,4,0,395,0.010126582278481013,103,94,11,2,13,+EWSR1-FLI1;+ZNF75D;+CEBPA;+CEBPD;+GATA1;+GATA2;+Gata3;+GATA4;+GATA6;+POU4F2;-RORC;+TRPS1;-ZNF343,0.2507415644690374,0.021478154348713762,0.2783793,0.0754521891452066,0.8,0.7769093741687214,0.13131313131313133,0.04513348160442673,0.0015034708044099636,0.061243446,0.016599481611945452,0.10400000000000001,0.10099821864193378,0.006565656565656566
135,HAR_961,HARsv2_0907,shared,True,chr15,66237793,66238015,MAP2K1,148897,definitive,nearest_tss,0.33587291249417767,222,2.38451068415235,8.73799991607666,5,1,,,,Major depressive disorder (MTAG),rs4776768,4e-08,195,major depressive disorder,Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.,33479212,False,,MAP2K1,37.0,0.4868266435135311,False,4,1,222,0.01809954751131222,110,118,3,11,14,-Pou5f1::Sox2;-POU3F4;-POU5F1B;+ZNF770;-POU2F1::SOX2;-Hmga1;-ZNF157;+ZNF35;+FEZF2;-Nfat5;-POU2F1;-POU2F3;-POU5F1;-RUNX3,0.2404880226699647,0.038388556415121886,0.8511029999999999,0.14680472153208793,0.0,0.4868266435135311,0.1414141414141414,0.04328784408059364,0.0026871989490585323,0.18724265999999998,0.032297038737059344,0.0,0.06328746365675905,0.007070707070707071
136,HAR_1167,HARsv2_1106,shared,True,chr17,35700670,35700920,GAS2L2,52320,strong,nearest_tss,0.3351384745055824,250,2.2553724095961623,8.855999946594238,4,1,,,,Educational attainment (MTAG),rs9649,1e-09,22996,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,GAS2L2,35.0,0.49140861069766467,False,95,62,281,0.4337899543378995,86,92,5,11,16,-IRF9;-TCF7L1;+ZNF677;+ZNF558;+Bcl11B;-CDX2;-CDX4;+FOXE1;+FOXP2;-HOXD9;-IRF2;-RORB;-RORC;-STAT1::STAT2;-TCF7L2;-ZNF692,0.21793997799574072,0.9200544999263515,0.71076,0.0144288,0.0,0.49140861069766467,0.16161616161616163,0.039229196039233326,0.06440381499484461,0.15636719999999998,0.0031743360000000003,0.0,0.06388311939069641,0.008080808080808083
137,HAR_1006,HARsv2_0951;ZOOHAR.106,shared,True,chr15,96648909,96649045,NR2F2,317278,definitive,nearest_tss,0.3346486322930097,136,3.8213020806494056,8.861000061035156,5,1,,,,Depressive symptoms (MTAG),rs9944275,4e-09,16615,depressive symptom measurement,Multi-trait analysis of genome-wide association summary statistics using MTAG.,29292387,False,,NR2F2,8.0,0.4846325463187138,False,5,0,136,0.03676470588235294,70,90,5,25,30,-RORA;+BCL6B;-Sox1;-RXRG;+ZNF547;-Nr1h3;-Ppara;-BACH2;-CUX1;-CUX2;+FOXJ2::ELF1;-Mafb;-MAFF;-NFYB;-Nr1H2;-Nr1H4;-NR2C1;-NR2C2;-NR2F1;-NR2F2;-NR4A1;-NRL;-ONECUT3;-Pparg::Rxra;-PRDM1;+Prdm15;-RARG;-RORB;-ZNF16;+ZNF582,0.4913573850421596,0.07797675521821633,0.682722,0.05633338157817203,0.0,0.4846325463187138,0.30303030303030304,0.08844432930758872,0.005458372865275144,0.15019884,0.012393343947197847,0.0,0.06300223102143279,0.015151515151515152
138,HAR_2829,HARsv2_2696,shared,True,chr7,114345587,114345780,FOXP2,69035,strong,nearest_tss,0.33424849339004126,193,2.621594241536706,8.746999740600586,4,1,,,,Educational attainment,rs1916976,2e-12,3735,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,FOXP2,9.0,0.6213620887374015,False,3,0,193,0.015544041450777202,56,62,0,6,6,-ZNF75A;-ZNF75D;-HNF4A;-NR1I2;-Rarg;-ZIM3,0.28188373328944083,0.03296841049640649,0.69822375,0.19902287771376437,0.0,0.6213620887374015,0.06060606060606061,0.05073907199209935,0.0023077887347484546,0.15360922500000002,0.043785033097028164,0.0,0.0807770715358622,0.0030303030303030307
139,HAR_1657,HARsv2_1573,shared,True,chr2,206002961,206003124,NDUFS1,156321,definitive,plac_linked,0.33129585585567806,163,1.668703883875582,8.878999710083008,5,1,NDUFS1,nearest_distal,False,Educational attainment,rs114340522,8e-10,16823,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,NDUFS1,25.0,0.5089895319943789,False,5,1,164,0.03067484662576687,28,20,12,4,16,+NR1H2::RXRA;+RXRG;-Hmga1;+MEF2C;-Npas4;-NR1I2;+NR2C2;+NR2F1;+Nr2f6;+PPARA::RXRA;+PPARD;+Pparg::Rxra;+Prdm15;-STAT3;+THRA;+THRB,0.11550537313230662,0.06506036018207006,0.9936790000000001,0.059508346541093514,0.0,0.5089895319943789,0.16161616161616163,0.02079096716381519,0.004554225212744905,0.21860938000000002,0.013091836239040573,0.0,0.06616863915926927,0.008080808080808083
140,HAR_2557,HARsv2_2431,shared,True,chr6,33724263,33724553,LEMD2,64578,moderate,nearest_tss,0.33013353912596827,290,1.50835973824739,8.875,3,1,,,,Educational attainment,rs76631016,5e-10,6132,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,True,AG80295,LEMD2,35.0,0.5151423188509412,False,5,0,290,0.017241379310344827,78,74,9,5,14,+EWSR1-FLI1;-INSM1;+MEIS2;+ZNF677;-CTCF;+ERF::FOXO1;+FLI1::FOXI1;+FOXD2;-FOXD3;+FOXE1;+Mecom;+MEIS1;-ZNF324;-ZNF701,0.08750866207743126,0.03656840934371524,0.467711,0.1403934671665504,0.8,0.5151423188509412,0.1414141414141414,0.015751559173937627,0.002559788654060067,0.10289642,0.03088656277664109,0.10400000000000001,0.06696850145062236,0.007070707070707071
141,HAR_1890,HARsv2_1793,shared,True,chr3,50787556,50788016,DOCK3,112630,moderate,nearest_tss,0.3295136176317433,460,4.281569121865665,8.902999877929688,3,1,,,,Educational attainment,rs187263396,7e-12,6477,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,DOCK3,21.0,0.6792780849195913,True,4,0,460,0.008695652173913044,92,88,5,1,6,+E2F6;+Sox11;+TFDP1;+ZNF530;+ZNF680;-ZNF684,0.5717217994118252,0.01844319775596073,0.443685,0.16529779920385274,0.0,0.6792780849195913,0.06060606060606061,0.10290992389412854,0.0012910238429172513,0.0976107,0.0363655158248476,0.0,0.08830615103954687,0.0030303030303030307
142,HAR_392,HARsv2_0369,shared,True,chr11,31809216,31809243,PAX6,1879,definitive,nearest_tss,0.3294018554567951,27,2.4243703926051103,4.999000072479248,5,2,,,,Depression,rs3026389,4e-12,17235,major depressive disorder,"Depression pathophysiology, risk prediction of recurrence and comorbid psychiatric disorders using genome-wide analyses.",37464041,False,,PAX6,9.0,0.24762503890663617,False,3,0,27,0.1111111111111111,1,1,1,1,2,-MTF1;+Ahr::Arnt,0.24744768269316977,0.235663082437276,0.998121,0.0708040033338707,0.0,0.24762503890663617,0.020202020202020204,0.04454058288477056,0.01649641577060932,0.21958662,0.015576880733451554,0.0,0.0321912550578627,0.0010101010101010103
143,HAR_944,HARsv2_0891,shared,True,chr15,57259309,57259534,TCF12,340666,definitive,plac_linked,0.3290823021102903,225,1.4580403964971405,6.874000072479248,5,1,TCF12,distal,True,Educational attainment (years of education),rs2431023,6e-11,2101,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,TCF12,9.0,0.4558678003868917,False,5,2,225,0.02242152466367713,99,103,5,9,14,+MEF2B;+MEF2D;-POU3F2;-PROX1;-ZSCAN4;-ERF::FOXO1;-ETV2::FOXI1;-ETV5::FOXI1;+FOXH1;+FOXO1::ELF1;-Irf1;-IRF7;+NFIL3;-Stat2,0.07872270942581436,0.04755533053667004,0.809334,0.18725609161397197,0.2,0.4558678003868917,0.1414141414141414,0.014170087696646584,0.003328873137566903,0.17805348000000001,0.041196340155073834,0.026000000000000002,0.05926281405029592,0.007070707070707071
144,HAR_1309,HARsv2_1244;ZOOHAR.207,shared,True,chr18,56059178,56059469,TCF4,470986,definitive,nearest_tss,0.32668943026287084,291,3.4466504520518817,8.902999877929688,5,1,,,,Educational attainment,rs7240100,1e-11,2846,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,TCF4,9.0,0.6200345922109919,False,8,0,291,0.027491408934707903,154,160,3,9,12,+DUX4;-MEF2B;+HSF2;-MEF2D;-ZNF157;-MEF2A;-POU4F1;-POU4F3;-SATB1;+STAT3;-TBP;-ZNF354A,0.4259417544870821,0.05830839153087241,0.529014,0.19495520000000002,0.0,0.6200345922109919,0.12121212121212122,0.07666951580767478,0.004081587407161069,0.11638308,0.042890144000000005,0.0,0.08060449698742894,0.0060606060606060615
